zone_risk_score,earnings_baseline,trust_score,past_claims_count,claim_approval_rate,weeks_active,forecast_rain_mm,forecast_aqi,tier_basic,tier_standard,tier_premium,city_bangalore,city_mumbai,city_delhi,city_chennai,city_hyderabad,month,recommended_weekly_premium
68,1480.5,55,3,0.788,4,31.8,192,0,1,0,1,0,0,0,0,3,188
55,2309.45,71,5,1.0,7,1.22,302,0,1,0,0,1,0,0,0,11,174
81,934.96,70,12,0.77,24,9.37,36,0,1,0,0,0,0,1,0,9,199
44,1695.01,68,10,0.879,9,13.07,218,0,1,0,1,0,0,0,0,2,191
48,1456.79,92,5,0.95,34,3.15,300,1,0,0,0,0,1,0,0,10,107
60,2329.25,64,4,0.883,35,4.77,215,0,0,1,0,1,0,0,0,1,275
13,1278.81,83,0,0.499,9,5.73,334,0,1,0,0,0,0,0,1,8,179
89,2195.13,96,2,0.895,39,10.41,81,0,0,1,1,0,0,0,0,8,266
86,1584.2,56,6,0.953,15,7.18,311,0,0,1,0,1,0,0,0,10,293
93,1887.94,66,1,0.895,49,2.12,328,0,0,1,0,1,0,0,0,7,284
60,2262.48,93,9,0.991,12,22.31,338,0,1,0,1,0,0,0,0,1,187
14,2493.5,93,9,1.0,4,4.53,142,0,1,0,0,0,0,0,1,8,172
64,1935.39,54,0,0.746,17,4.82,264,0,0,1,0,0,0,1,0,12,273
29,1060.5,88,7,0.593,9,16.09,213,1,0,0,1,0,0,0,0,9,129
33,1027.93,51,6,0.67,31,7.67,107,1,0,0,1,0,0,0,0,1,129
45,1049.12,76,5,0.861,30,2.63,152,0,1,0,1,0,0,0,0,1,157
43,605.61,94,9,0.942,38,24.6,106,0,1,0,1,0,0,0,0,1,174
63,512.56,73,4,0.831,18,16.36,258,1,0,0,0,0,0,1,0,11,129
43,1619.77,90,5,0.643,21,9.16,190,0,1,0,0,0,0,1,0,4,172
92,2102.24,96,0,0.895,17,7.18,299,1,0,0,1,0,0,0,0,5,117
26,475.88,77,11,0.852,35,11.25,234,0,1,0,0,0,1,0,0,8,185
14,1589.93,96,8,0.874,17,4.48,140,1,0,0,0,1,0,0,0,12,105
27,1180.7,50,14,1.0,17,11.84,324,0,0,1,1,0,0,0,0,8,300
64,2274.22,70,0,0.973,25,0.39,77,0,0,1,1,0,0,0,0,6,267
62,705.31,77,3,0.83,13,5.1,163,0,1,0,1,0,0,0,0,7,175
59,1583.21,52,14,0.651,24,9.61,116,0,1,0,0,0,0,0,1,1,199
81,2438.93,79,12,1.0,15,9.71,322,0,0,1,0,1,0,0,0,8,307
88,1124.57,50,2,0.585,21,0.74,129,1,0,0,0,0,1,0,0,12,129
54,1957.73,94,3,0.808,12,12.72,262,1,0,0,0,0,1,0,0,6,124
22,2253.15,96,0,0.67,14,0.89,278,0,1,0,0,1,0,0,0,12,163
25,791.04,94,9,0.789,47,13.5,72,1,0,0,0,0,1,0,0,1,104
93,2484.31,67,3,0.836,46,24.3,74,0,1,0,0,0,0,1,0,10,183
22,2099.71,98,3,0.653,28,37.02,151,0,1,0,1,0,0,0,0,5,174
29,688.88,82,2,0.483,25,9.25,253,0,0,1,0,0,0,1,0,9,287
75,1052.86,64,7,0.705,28,12.52,161,1,0,0,1,0,0,0,0,1,129
56,1712.44,73,6,0.647,31,2.66,86,0,1,0,0,0,0,1,0,10,173
28,2258.33,85,8,0.706,36,4.69,191,1,0,0,1,0,0,0,0,3,105
54,809.15,83,1,0.808,16,0.12,315,0,0,1,0,0,1,0,0,12,260
46,1935.53,75,9,1.0,40,15.99,196,0,1,0,0,0,0,0,1,6,184
63,968.36,89,2,0.76,29,11.7,236,0,0,1,1,0,0,0,0,2,260
15,2091.37,71,5,0.77,11,2.98,119,0,1,0,0,0,0,1,0,10,156
23,1835.23,65,1,0.834,26,6.74,302,0,0,1,1,0,0,0,0,10,263
13,1498.11,89,12,0.949,27,13.03,123,0,1,0,0,1,0,0,0,5,162
64,1764.72,91,11,0.934,30,10.98,154,1,0,0,0,0,1,0,0,9,129
43,2240.54,65,11,0.562,37,3.87,128,1,0,0,0,0,0,1,0,5,129
36,1211.49,54,1,0.693,3,4.62,297,1,0,0,0,1,0,0,0,3,129
16,2015.43,55,9,1.0,10,1.68,291,1,0,0,0,0,1,0,0,5,129
12,733.7,91,1,0.772,32,1.48,286,0,1,0,0,0,0,1,0,6,149
56,1872.49,73,11,0.994,5,5.19,291,0,0,1,0,0,0,0,1,9,301
11,1976.38,79,1,0.958,9,6.53,140,1,0,0,0,1,0,0,0,6,108
89,1330.3,86,12,0.514,26,30.1,141,1,0,0,0,1,0,0,0,2,129
34,2066.61,81,4,0.602,35,7.04,142,0,0,1,0,0,1,0,0,5,271
69,1569.92,68,11,0.8,5,2.1,258,1,0,0,0,0,0,0,1,12,129
88,2366.18,94,13,0.91,16,1.85,126,0,0,1,1,0,0,0,0,9,288
33,636.18,77,0,0.81,13,4.24,34,1,0,0,0,1,0,0,0,10,94
24,674.72,96,6,0.821,30,25.11,76,0,0,1,1,0,0,0,0,11,255
23,2169.1,57,0,0.855,11,15.79,285,0,1,0,0,0,1,0,0,11,166
63,2168.96,92,0,0.835,30,6.81,318,0,1,0,0,0,1,0,0,1,152
87,1389.57,50,4,0.845,49,31.19,199,0,0,1,0,0,0,0,1,8,302
15,2424.32,53,6,0.494,21,2.43,99,0,1,0,0,1,0,0,0,5,177
87,1826.72,71,2,0.803,4,5.7,335,0,1,0,0,1,0,0,0,7,190
90,2463.99,71,6,0.802,17,0.01,186,0,1,0,0,0,0,0,1,12,180
27,1518.03,79,8,0.69,33,20.15,349,0,1,0,0,0,1,0,0,11,189
29,823.39,76,10,0.735,31,1.72,259,0,0,1,1,0,0,0,0,4,264
71,1333.23,76,3,0.6,6,31.63,33,1,0,0,0,1,0,0,0,4,129
90,2459.02,62,14,0.908,33,7.08,108,0,1,0,1,0,0,0,0,8,199
89,1177.87,88,4,0.677,39,51.08,283,1,0,0,0,1,0,0,0,12,129
49,2409.73,76,13,0.832,43,7.79,219,0,1,0,0,0,1,0,0,9,186
48,2073.74,88,7,0.776,42,6.08,344,1,0,0,1,0,0,0,0,10,114
61,1328.42,87,8,0.822,50,6.39,178,1,0,0,1,0,0,0,0,1,117
41,1537.93,57,4,0.987,27,18.06,277,0,1,0,1,0,0,0,0,6,187
82,1675.62,61,11,0.74,25,4.5,301,0,1,0,1,0,0,0,0,2,199
36,1798.11,73,4,0.835,42,19.2,165,1,0,0,1,0,0,0,0,10,112
61,561.07,67,1,0.946,19,21.75,346,0,0,1,0,1,0,0,0,12,279
72,2360.53,64,8,0.873,2,3.41,140,0,0,1,1,0,0,0,0,3,289
83,1653.7,65,12,0.731,1,26.15,52,0,1,0,0,0,1,0,0,9,199
72,2355.41,82,5,0.617,14,2.11,282,1,0,0,0,0,1,0,0,7,129
26,1726.99,59,4,0.724,44,17.52,165,1,0,0,0,1,0,0,0,3,119
58,1305.13,96,4,0.877,15,1.85,315,1,0,0,1,0,0,0,0,10,115
90,1590.55,73,3,0.843,51,12.65,267,0,1,0,0,0,1,0,0,11,179
91,2141.96,94,0,0.946,22,37.14,232,0,0,1,0,0,0,0,1,12,276
32,1084.86,68,5,0.8,17,0.79,83,1,0,0,0,0,1,0,0,5,113
81,2408.57,76,0,0.734,50,2.19,287,0,1,0,0,1,0,0,0,6,174
22,1378.51,94,9,0.627,41,4.36,127,1,0,0,1,0,0,0,0,6,129
32,2408.1,90,1,0.668,32,4.46,174,0,0,1,0,0,1,0,0,9,269
66,2249.59,80,6,0.693,33,2.01,300,1,0,0,0,0,1,0,0,1,129
71,2012.09,70,12,1.0,1,6.87,226,1,0,0,0,1,0,0,0,12,129
63,1381.62,65,0,0.673,41,15.64,226,0,0,1,1,0,0,0,0,2,294
29,1632.58,72,7,0.674,19,16.23,133,0,1,0,0,0,0,0,1,11,182
61,2159.86,63,7,0.743,38,6.28,138,0,1,0,1,0,0,0,0,7,190
32,1542.52,72,6,1.0,51,3.76,328,0,1,0,0,0,0,0,1,11,165
44,1950.2,90,6,0.921,50,2.77,123,0,1,0,1,0,0,0,0,4,150
76,2060.38,67,0,0.812,35,12.57,240,1,0,0,1,0,0,0,0,6,129
43,1477.5,85,12,0.613,4,0.89,307,0,1,0,0,0,1,0,0,9,199
42,1526.12,61,2,0.83,11,7.88,277,0,1,0,0,1,0,0,0,9,184
55,815.45,86,8,0.955,49,7.8,249,0,0,1,0,0,1,0,0,4,271
90,913.95,60,4,1.0,3,1.2,262,0,1,0,0,0,1,0,0,7,199
54,2300.38,54,4,0.498,2,6.37,144,1,0,0,1,0,0,0,0,3,129
28,2164.69,70,6,0.709,36,2.87,293,1,0,0,0,0,1,0,0,3,122
24,421.26,81,10,0.839,23,1.82,322,0,0,1,0,0,1,0,0,4,269
87,2225.71,78,9,1.0,11,0.86,185,0,0,1,0,0,0,1,0,5,287
75,452.99,56,7,0.627,35,2.15,296,1,0,0,0,0,1,0,0,9,129
48,1362.39,85,5,0.659,29,10.35,285,0,1,0,0,1,0,0,0,12,182
27,541.61,89,4,0.754,7,13.07,56,0,0,1,0,0,1,0,0,2,259
79,2434.53,76,0,0.613,19,2.59,327,0,1,0,1,0,0,0,0,1,185
68,2441.87,55,9,0.529,6,8.53,293,1,0,0,1,0,0,0,0,11,129
41,1682.83,87,9,1.0,25,4.65,88,0,1,0,0,1,0,0,0,1,162
30,1223.63,53,9,0.785,16,7.8,146,0,1,0,0,1,0,0,0,1,180
49,1475.18,95,12,0.725,23,2.83,347,0,0,1,0,0,1,0,0,9,281
36,2000.83,84,8,0.645,11,0.47,48,0,0,1,0,0,1,0,0,7,292
11,868.71,59,5,0.818,33,3.96,328,1,0,0,1,0,0,0,0,2,116
89,1327.62,87,2,0.741,8,1.75,113,1,0,0,0,0,1,0,0,12,117
48,1948.26,99,11,0.941,36,13.25,349,0,1,0,1,0,0,0,0,6,183
65,1230.32,79,11,0.662,50,13.11,95,0,1,0,0,0,1,0,0,6,199
22,467.19,91,9,0.82,25,0.76,262,1,0,0,0,1,0,0,0,4,113
65,1465.53,58,14,0.814,35,5.05,333,0,0,1,0,0,1,0,0,1,287
75,1948.56,65,11,0.903,13,0.97,49,0,1,0,0,0,1,0,0,5,189
87,2451.31,53,6,0.795,6,12.55,69,0,0,1,0,1,0,0,0,8,299
65,477.8,75,3,0.909,35,0.19,47,0,1,0,0,1,0,0,0,1,162
37,1533.83,78,12,0.867,46,5.76,149,0,1,0,0,1,0,0,0,1,169
73,1344.87,77,2,0.951,39,1.65,183,1,0,0,0,0,1,0,0,12,111
80,909.14,60,11,0.911,50,10.93,318,0,1,0,0,1,0,0,0,2,199
91,1739.3,77,6,0.795,4,2.41,163,0,1,0,0,1,0,0,0,7,193
73,743.61,93,5,1.0,45,5.22,214,0,1,0,0,1,0,0,0,8,180
65,996.12,81,13,0.746,43,0.05,157,0,0,1,1,0,0,0,0,11,275
50,2041.69,73,10,1.0,42,45.02,166,0,1,0,0,0,0,0,1,7,191
50,1366.86,91,3,0.986,16,14.03,210,0,1,0,1,0,0,0,0,4,169
13,2486.71,88,13,0.925,11,1.8,184,1,0,0,0,1,0,0,0,1,106
66,1211.57,56,9,0.823,24,5.87,110,0,1,0,0,0,0,0,1,9,195
39,1372.85,67,7,0.732,14,6.9,209,0,1,0,0,0,1,0,0,9,194
93,1030.54,52,1,0.867,40,2.56,221,0,0,1,1,0,0,0,0,6,283
55,896.22,93,5,0.865,8,0.89,211,1,0,0,1,0,0,0,0,1,110
65,2336.79,95,2,0.822,30,8.43,170,0,0,1,0,1,0,0,0,8,257
40,1972.54,69,14,0.919,31,18.03,188,1,0,0,1,0,0,0,0,5,129
16,1100.15,83,7,0.973,6,8.48,263,0,1,0,0,0,1,0,0,7,180
86,1870.33,79,10,0.713,24,9.96,272,0,1,0,0,0,1,0,0,11,198
63,2428.15,58,7,0.738,1,8.93,206,0,0,1,0,0,0,0,1,9,304
17,555.5,59,10,0.647,38,6.1,232,1,0,0,1,0,0,0,0,5,129
64,955.46,55,10,0.894,46,1.59,42,0,0,1,1,0,0,0,0,6,290
78,821.21,66,0,1.0,21,2.26,80,0,1,0,0,0,1,0,0,5,170
53,2226.54,64,1,0.64,6,3.97,273,0,1,0,1,0,0,0,0,2,188
22,776.3,82,3,0.724,15,3.48,243,0,0,1,1,0,0,0,0,1,258
29,1046.96,62,0,0.633,32,7.37,48,0,1,0,1,0,0,0,0,7,183
87,1542.11,91,2,0.759,18,5.46,314,0,1,0,0,1,0,0,0,3,170
41,1704.3,93,3,0.529,47,10.13,116,0,0,1,1,0,0,0,0,8,273
69,2097.19,71,9,1.0,32,18.35,240,1,0,0,0,0,0,1,0,3,129
59,1255.38,65,2,0.951,12,0.5,176,0,1,0,1,0,0,0,0,12,171
36,1521.91,83,4,0.878,11,6.21,42,1,0,0,0,1,0,0,0,8,117
34,2427.47,52,10,0.985,34,2.43,126,1,0,0,0,1,0,0,0,1,127
61,1024.46,57,11,0.977,2,24.1,67,0,0,1,1,0,0,0,0,5,305
77,921.0,69,9,0.84,44,7.86,62,0,1,0,1,0,0,0,0,2,189
30,1892.26,96,6,0.648,22,21.56,74,1,0,0,0,0,1,0,0,5,128
27,2019.39,73,7,0.736,21,11.1,214,0,0,1,0,0,0,1,0,4,272
48,1271.04,67,7,0.837,6,1.45,78,1,0,0,0,1,0,0,0,6,129
24,847.26,72,10,0.733,6,18.76,112,1,0,0,0,1,0,0,0,5,129
62,2035.74,50,1,1.0,12,3.82,68,0,1,0,0,0,1,0,0,2,168
47,1808.04,51,0,0.874,4,13.61,76,1,0,0,0,1,0,0,0,2,121
57,2240.08,54,12,0.865,7,7.1,190,1,0,0,0,1,0,0,0,12,129
61,2173.09,67,13,0.992,12,13.1,207,1,0,0,0,0,1,0,0,6,129
81,830.91,65,5,0.892,30,7.5,223,1,0,0,0,0,0,0,1,3,129
37,2147.91,59,0,0.81,9,26.3,62,0,1,0,1,0,0,0,0,12,169
94,767.86,78,5,1.0,7,7.14,206,0,0,1,1,0,0,0,0,6,293
25,2213.78,84,12,0.915,48,0.63,228,0,1,0,0,1,0,0,0,1,164
25,2017.67,74,6,0.776,47,6.02,118,0,1,0,1,0,0,0,0,4,149
44,1596.71,91,8,0.877,22,34.25,201,1,0,0,0,0,1,0,0,11,129
26,1748.67,73,9,0.771,27,15.59,298,1,0,0,0,0,1,0,0,8,129
82,618.57,62,14,0.727,35,9.98,252,1,0,0,1,0,0,0,0,4,129
61,483.76,70,9,0.968,38,1.64,58,0,1,0,1,0,0,0,0,9,185
91,1094.36,91,0,0.775,24,2.02,69,1,0,0,0,1,0,0,0,3,104
21,2124.95,92,6,0.735,14,12.81,252,1,0,0,0,1,0,0,0,9,124
92,1378.15,88,3,0.877,40,13.12,262,0,1,0,1,0,0,0,0,11,172
57,869.13,83,8,1.0,36,4.67,161,0,1,0,1,0,0,0,0,3,170
31,2152.55,68,10,0.535,13,52.06,224,0,1,0,0,1,0,0,0,7,199
58,880.12,77,3,0.741,37,11.76,279,1,0,0,0,0,1,0,0,6,129
61,2112.54,76,1,0.515,50,22.49,130,1,0,0,0,1,0,0,0,8,129
88,1351.26,99,0,0.342,11,0.47,343,1,0,0,0,1,0,0,0,11,126
10,1373.34,75,6,0.857,32,9.77,88,0,0,1,0,0,0,1,0,1,256
75,972.71,60,11,0.652,5,13.84,173,0,1,0,0,0,1,0,0,9,199
73,2290.37,98,6,0.965,17,15.96,252,1,0,0,0,0,0,1,0,7,129
17,586.45,84,2,0.67,2,11.16,135,0,1,0,0,0,1,0,0,9,188
34,703.25,69,4,0.938,32,9.31,89,0,1,0,1,0,0,0,0,11,161
75,1735.36,61,9,0.893,23,13.71,224,0,1,0,0,1,0,0,0,1,196
82,2185.24,77,11,0.71,5,0.39,221,1,0,0,0,0,1,0,0,10,129
82,600.45,51,13,0.774,40,13.92,318,0,0,1,0,0,0,1,0,6,314
86,1940.88,50,11,0.876,38,4.0,133,0,1,0,0,1,0,0,0,10,193
79,1959.27,58,6,0.93,8,14.31,179,1,0,0,0,0,1,0,0,12,129
88,1621.2,71,7,1.0,27,15.01,292,0,0,1,0,0,0,1,0,4,287
60,1422.13,89,13,0.882,2,3.24,290,1,0,0,0,1,0,0,0,11,129
62,1074.28,76,11,0.843,40,12.56,170,0,1,0,0,1,0,0,0,10,184
24,1138.07,58,8,0.854,7,3.99,251,0,1,0,0,0,0,0,1,6,192
59,1816.31,56,9,0.812,40,12.9,295,0,0,1,0,0,0,1,0,3,288
80,537.1,85,9,0.78,50,2.11,171,1,0,0,0,1,0,0,0,7,129
84,1628.36,97,0,0.71,22,0.81,100,0,0,1,0,0,0,0,1,9,259
47,985.34,87,8,0.908,7,8.87,188,0,1,0,0,0,0,0,1,3,174
49,1379.87,99,5,0.724,47,2.15,289,1,0,0,0,0,1,0,0,9,113
75,1573.86,51,5,0.876,9,22.5,77,0,1,0,1,0,0,0,0,3,188
48,2259.88,92,13,0.845,46,1.72,92,0,0,1,1,0,0,0,0,7,271
83,1616.06,54,6,0.946,45,9.34,135,0,1,0,0,1,0,0,0,9,195
26,877.04,66,8,0.885,35,11.95,157,0,0,1,0,0,1,0,0,1,274
16,566.86,86,6,0.734,38,0.03,289,1,0,0,0,1,0,0,0,11,100
48,1716.68,84,6,0.684,24,20.36,236,0,0,1,1,0,0,0,0,2,294
77,1544.6,57,10,1.0,36,12.97,86,0,1,0,0,0,1,0,0,8,196
44,1810.78,92,11,0.787,18,14.68,64,0,1,0,0,0,1,0,0,7,184
60,1364.73,52,2,1.0,43,0.58,171,0,1,0,0,0,1,0,0,7,180
56,2132.76,52,9,0.457,26,4.34,106,0,1,0,1,0,0,0,0,7,199
45,2332.38,50,8,0.877,39,10.28,52,0,0,1,0,1,0,0,0,9,276
73,484.01,73,3,0.978,15,2.6,144,1,0,0,0,0,0,1,0,8,125
22,1962.58,94,5,0.863,22,17.84,237,0,1,0,0,0,0,0,1,7,168
27,473.84,79,12,0.882,25,5.25,128,0,0,1,1,0,0,0,0,1,262
30,1334.7,91,6,0.936,43,16.15,56,0,1,0,0,0,1,0,0,4,149
74,1369.37,75,11,0.974,51,20.89,127,0,0,1,1,0,0,0,0,5,290
17,1862.06,87,12,0.941,25,6.45,293,1,0,0,0,1,0,0,0,9,120
57,1140.05,92,11,1.0,41,2.58,190,0,0,1,0,1,0,0,0,11,267
94,2123.89,89,8,0.779,25,4.8,120,1,0,0,1,0,0,0,0,12,126
52,1120.01,92,12,1.0,38,6.92,302,1,0,0,1,0,0,0,0,2,120
62,1119.29,87,12,0.695,25,6.08,137,0,1,0,1,0,0,0,0,11,191
94,867.8,93,9,0.994,7,0.05,91,0,1,0,1,0,0,0,0,9,189
36,1836.12,99,11,0.909,40,0.88,107,0,1,0,1,0,0,0,0,3,164
28,560.83,52,2,1.0,44,6.09,315,1,0,0,0,0,0,0,1,10,112
32,1162.42,62,13,0.895,24,5.74,278,0,0,1,0,0,0,0,1,3,283
59,960.47,85,10,0.953,19,22.08,75,0,1,0,1,0,0,0,0,5,186
60,881.6,90,1,0.602,22,3.24,155,0,0,1,0,0,0,0,1,5,270
52,528.06,97,1,0.978,46,37.89,224,1,0,0,0,1,0,0,0,3,112
60,799.8,61,1,0.892,23,35.94,342,0,1,0,1,0,0,0,0,4,184
78,1337.11,69,8,0.96,20,2.09,163,1,0,0,0,0,0,1,0,9,129
50,1457.86,88,7,0.707,20,0.25,213,0,1,0,0,0,1,0,0,5,163
81,965.96,93,8,0.775,7,2.2,99,0,0,1,0,0,0,0,1,1,273
20,1765.51,57,8,0.877,34,5.44,132,0,1,0,0,0,0,1,0,2,171
89,1105.17,96,0,0.839,11,4.58,96,0,0,1,0,1,0,0,0,11,263
94,1171.22,51,9,0.891,43,6.42,192,0,0,1,1,0,0,0,0,7,296
61,2043.51,60,9,0.875,8,11.77,140,0,1,0,0,1,0,0,0,3,195
32,1559.13,70,14,0.776,38,7.3,278,1,0,0,1,0,0,0,0,10,129
58,2401.67,86,8,0.814,11,4.23,172,0,0,1,0,1,0,0,0,10,268
47,1154.53,55,0,0.738,43,11.26,322,0,0,1,1,0,0,0,0,1,272
56,2138.47,68,4,1.0,25,4.07,125,0,1,0,0,0,0,1,0,7,185
81,1950.51,79,3,0.901,31,4.35,100,0,1,0,1,0,0,0,0,6,174
16,2269.4,95,7,1.0,37,4.2,339,1,0,0,0,0,1,0,0,11,103
75,2409.26,88,4,0.694,26,3.62,191,0,1,0,0,0,1,0,0,7,188
86,416.12,93,11,0.837,10,12.06,260,1,0,0,0,0,0,1,0,3,129
71,585.43,98,8,0.783,33,1.92,273,0,0,1,0,1,0,0,0,8,286
38,1816.11,85,0,0.909,7,14.89,328,1,0,0,1,0,0,0,0,12,114
47,1219.42,69,7,0.881,36,25.58,116,1,0,0,0,1,0,0,0,1,129
93,2120.16,59,5,0.679,45,3.23,235,0,0,1,1,0,0,0,0,8,310
42,425.16,73,0,0.921,20,12.18,54,0,1,0,0,1,0,0,0,2,154
38,2094.65,82,12,0.89,15,9.26,98,0,1,0,0,0,0,1,0,6,181
88,684.01,78,1,0.894,16,3.56,32,0,1,0,0,0,0,0,1,12,164
32,1009.52,79,3,1.0,35,2.7,225,0,0,1,0,1,0,0,0,6,266
12,2435.06,85,14,0.992,21,28.8,232,0,1,0,0,1,0,0,0,1,182
54,508.36,94,13,1.0,35,11.94,101,0,1,0,1,0,0,0,0,3,174
17,1132.99,55,4,0.901,40,10.35,218,0,0,1,1,0,0,0,0,8,270
38,577.51,96,13,0.987,48,57.91,300,1,0,0,0,0,1,0,0,6,129
11,2192.57,63,0,0.821,34,4.36,346,0,1,0,0,0,0,0,1,7,159
59,1876.33,52,9,0.879,39,2.6,92,0,0,1,0,1,0,0,0,2,277
74,2080.71,73,6,0.937,1,4.0,100,0,1,0,0,1,0,0,0,5,177
29,1507.29,68,12,0.776,9,1.87,53,0,1,0,0,0,0,1,0,4,173
61,1151.21,87,3,0.859,41,25.9,107,0,0,1,1,0,0,0,0,2,267
94,404.77,83,13,0.658,30,11.94,42,0,1,0,0,0,0,0,1,5,199
46,983.65,58,13,1.0,21,9.29,295,0,1,0,0,1,0,0,0,1,191
81,1480.56,79,13,1.0,18,16.43,222,0,1,0,1,0,0,0,0,3,197
36,1795.16,81,0,0.668,22,7.25,290,0,1,0,0,0,1,0,0,12,170
56,880.77,62,11,1.0,44,2.12,138,1,0,0,1,0,0,0,0,6,129
15,691.69,67,5,0.995,26,1.68,332,0,0,1,1,0,0,0,0,4,262
69,823.39,93,8,0.898,12,7.39,165,0,1,0,0,1,0,0,0,10,174
54,1143.56,71,8,0.898,31,16.37,80,0,1,0,0,0,0,1,0,11,173
53,711.59,53,10,0.936,37,2.51,235,0,1,0,1,0,0,0,0,12,182
92,729.32,72,3,0.653,43,12.2,66,0,1,0,1,0,0,0,0,4,187
27,491.88,56,6,1.0,36,2.87,110,0,1,0,0,0,1,0,0,9,175
74,2199.12,93,9,0.525,48,5.67,200,0,0,1,1,0,0,0,0,4,284
34,861.49,60,0,0.631,44,0.63,243,0,1,0,0,0,1,0,0,4,174
36,2126.0,88,9,1.0,2,7.0,214,1,0,0,0,1,0,0,0,3,125
16,1320.45,91,12,0.988,37,1.85,329,1,0,0,0,1,0,0,0,2,112
53,1728.12,90,8,1.0,40,18.6,206,1,0,0,0,1,0,0,0,8,129
38,558.97,83,13,0.866,16,31.55,324,0,1,0,0,0,1,0,0,11,197
53,1625.52,54,0,0.712,50,0.88,233,1,0,0,0,1,0,0,0,3,113
45,1008.99,91,13,0.86,23,7.63,59,0,1,0,0,0,1,0,0,12,164
28,599.94,74,8,0.978,35,12.18,250,0,0,1,0,1,0,0,0,12,268
15,2307.29,77,5,0.746,6,0.68,265,0,1,0,0,0,0,1,0,11,160
34,1667.62,63,9,0.69,36,8.07,80,0,1,0,0,1,0,0,0,6,193
40,907.59,76,10,0.855,22,27.6,331,0,1,0,0,1,0,0,0,2,189
18,1281.26,65,6,0.742,11,7.48,216,0,1,0,1,0,0,0,0,8,185
93,1149.49,76,3,0.824,34,9.7,147,0,1,0,0,0,1,0,0,9,182
83,1871.22,51,8,0.757,21,3.97,131,0,1,0,0,0,1,0,0,5,187
46,1675.61,68,11,0.937,13,9.55,290,0,1,0,1,0,0,0,0,9,199
36,441.54,72,5,0.783,45,21.89,140,1,0,0,1,0,0,0,0,1,118
22,815.44,90,11,0.772,18,3.99,317,0,1,0,1,0,0,0,0,8,170
50,1404.07,63,5,0.956,45,14.79,245,0,0,1,0,1,0,0,0,2,280
75,1335.52,96,11,0.683,44,8.46,144,0,0,1,0,0,0,1,0,10,289
94,1485.02,75,13,0.714,30,2.97,347,0,1,0,0,0,0,0,1,8,199
33,1901.1,57,9,0.901,41,4.97,315,1,0,0,0,1,0,0,0,1,129
53,1832.22,76,5,0.719,24,4.43,334,0,1,0,1,0,0,0,0,1,169
69,1182.91,96,3,1.0,1,6.32,169,1,0,0,1,0,0,0,0,11,113
18,2242.92,89,12,0.692,37,1.2,118,0,1,0,1,0,0,0,0,9,181
11,532.16,77,6,0.832,28,1.64,122,0,1,0,0,1,0,0,0,10,152
65,1627.47,53,13,0.72,4,4.76,332,0,1,0,0,0,0,0,1,3,193
39,2394.34,87,1,1.0,4,8.25,92,0,1,0,1,0,0,0,0,1,149
31,1553.07,60,1,0.692,14,9.62,317,0,0,1,1,0,0,0,0,11,284
84,1355.72,93,12,1.0,11,24.12,202,1,0,0,1,0,0,0,0,8,129
90,681.23,73,10,0.862,23,8.41,208,0,1,0,0,0,0,1,0,4,193
22,2101.4,77,10,0.822,46,13.09,82,1,0,0,0,1,0,0,0,1,119
80,1184.97,90,5,0.537,12,6.57,140,0,1,0,0,1,0,0,0,9,197
25,1872.62,67,8,1.0,48,7.41,281,0,0,1,0,1,0,0,0,2,272
54,814.85,98,2,0.926,47,8.91,185,0,0,1,0,0,1,0,0,11,252
74,487.91,70,6,0.667,42,7.38,347,1,0,0,0,0,1,0,0,11,129
20,1041.48,75,8,0.772,4,3.7,58,0,1,0,1,0,0,0,0,1,162
79,990.97,52,14,0.602,1,37.86,153,0,0,1,0,0,1,0,0,1,325
29,2234.3,62,11,0.733,51,9.64,203,0,1,0,1,0,0,0,0,2,179
72,2215.81,87,8,0.833,40,4.25,60,0,1,0,0,0,0,0,1,9,179
21,1521.18,77,2,1.0,10,16.03,347,0,1,0,0,0,0,1,0,8,179
71,439.9,63,0,1.0,7,1.79,303,1,0,0,0,1,0,0,0,4,128
51,879.48,50,1,0.93,2,48.96,114,0,0,1,0,0,0,0,1,2,284
92,1741.93,77,14,0.616,23,15.55,115,0,1,0,1,0,0,0,0,11,199
78,612.96,85,10,1.0,34,1.03,187,0,1,0,1,0,0,0,0,9,192
67,1871.31,99,7,0.584,51,18.86,306,1,0,0,0,0,1,0,0,8,129
14,425.12,60,6,0.979,12,2.99,170,1,0,0,0,1,0,0,0,12,116
36,1833.33,92,0,0.86,51,10.16,128,0,0,1,0,0,1,0,0,11,249
37,2173.53,89,2,1.0,12,1.8,304,0,1,0,0,1,0,0,0,5,158
35,1385.36,53,7,0.737,45,12.4,33,0,1,0,0,1,0,0,0,10,171
58,2141.07,83,6,1.0,16,14.16,267,0,0,1,0,0,0,1,0,10,275
30,2041.21,50,4,1.0,8,19.08,178,1,0,0,0,0,1,0,0,10,125
10,1809.98,59,2,0.912,42,6.69,181,1,0,0,1,0,0,0,0,11,107
67,1334.81,66,6,0.852,6,8.06,135,0,1,0,0,1,0,0,0,2,190
88,971.0,56,4,1.0,15,2.42,74,0,1,0,0,0,1,0,0,10,181
64,2207.81,88,0,1.0,49,7.25,298,1,0,0,0,1,0,0,0,3,102
90,1762.04,62,4,0.78,11,7.59,78,0,1,0,1,0,0,0,0,8,192
